10538.100911523812	10542.64043909524
10609.144345142859	10613.08816952381
10283.635695666666	10278.044735857144
10415.57900847619	10408.27473947619
10087.034737666669	10081.259021523812
10372.109049571429	10373.224749
10136.964239238096	10132.543759333334
10028.128069238093	10035.926664809525
10205.822451666667	10202.31101195238
9995.018554761906	9986.408575238094
10437.271902999999	10463.433314809525
10677.344261571425	10684.21614590476
10540.104817761903	10533.788643999998
10746.455217761904	10762.824730428572
10636.02325157143	10613.066592333334
10268.10086504762	10264.585612047622
10405.498604952381	10409.133370619049
10471.766276238093	10467.520089476187
10567.188941571429	10582.70275295238
10544.82659038095	10533.495163666666
10532.544317380953	10536.156250047621
10324.31329061905	10318.184198333334
10695.24948857143	10719.335240095239
10827.794736	10824.691871380954
10876.361514238095	10876.579148190476
10980.915132142856	10985.99176904762
11160.317196857144	11171.996233285716
11260.662341809526	11271.853329571428
11318.73572357143	11300.15759857143
10984.52901795238	10989.438569666665
11035.626581285716	11039.948939904763
11266.35616642857	11276.906668666667
11540.11100257143	11552.643833666667
11977.056640714287	11991.517578190476
12185.154203952381	12192.92136357143
12382.232793904763	12395.878534238096
12529.069986952383	12537.691406190475
12537.016136523807	12514.668991809522
12320.188058095237	12337.699962857141
12882.259533095237	12918.105701285715
13478.880998952382	13486.152436809523
13467.769066333336	13474.721912333334
13645.944336	13639.139601952382
13235.934802857144	13228.158110190478
13630.956566238094	13662.806082571427
13866.400483714286	13848.34286652381
13188.51576461905	13172.021996047619
13377.457635809524	13356.098074809523
12503.725772095237	12478.247209952378
12368.604213238095	12357.902297285715
12268.980050190477	12296.220052095237
12713.715262380952	12733.162900000001
12729.596168190477	12709.768554714286
11894.244187238097	11828.887509428574
11324.591517904764	11342.868164095238
11551.686058571428	11531.327055619047
11031.421503	10990.333379857142
9035.738630142858	8987.85530609524
8583.08135690476	8548.408040333332
8646.131929000001	8663.331891761905
8328.783179809523	8281.343680190475
7479.229980476191	7415.909970238095
7427.520972904762	7491.754789904762
8053.670549666667	8079.214843714287
8466.921921428571	8478.86714095238
8536.562314	8508.013276619047
8783.404343571428	8836.612421142858
9374.324823333334	9377.355329285716
9654.28915557143	9666.43866261905
9888.288225571428	9896.486328238094
10270.757580095238	10299.054734142857
10437.878069333334	10447.681361714287
10434.401925333334	10407.266694714286
10263.788550904763	10289.99521009524
10773.174851333331	10789.603422761904
11055.710472476188	11037.74860495238
10357.996186714285	10324.480468666665
10105.033296047619	10114.642345523811
10356.93568642857	10388.20712433333
10300.338076619046	10289.526134666665
10645.27469304762	10668.931361571429
11079.361049190476	11092.237723285714
11212.823335142857	11220.773809476192
11489.915271571428	11504.633835571429
11831.370907857143	11849.041387761905
12194.322823666665	12195.645228761905
12099.89569390476	12114.365699523809
12488.534830761904	12497.595284619045
12501.492838619048	12477.959030952383
12123.97614404762	12149.502790238095
12428.067708333332	12368.908668190477
11243.34430814286	11236.51478804762
11135.536225999998	11114.986235285713
11563.676664809522	11612.597144714286
11821.571428714287	11830.303804095238
12093.651878666666	12112.651878666666
12573.534319238093	12594.668154809524
12918.085844523812	12913.177269380953
13109.12337247619	13124.151925285712
13043.119884714284	13041.382719523808
12587.114769333333	12543.766229523808
12620.858119428574	12657.463820714285
12815.997116952381	12825.497116952381
13154.896158857144	13152.028087809524
13426.139974095238	13447.98139895238
13348.660063285715	13330.461495571431
12876.987630238096	12873.27571614286
13200.249442095239	13216.906575666666
13692.944243	13721.621837857143
14028.908575095242	14048.458612333334
14516.106259285714	14529.267671095238
14753.882300904763	14774.43754642857
15223.293852285715	15230.103376095238
15025.646670380953	15028.13332404762
15511.688058047619	15519.799014142856
15075.36714109524	15049.26381147619
15289.924246619052	15290.578543476193
15357.831984809525	15390.307198761908
15903.573753666667	15913.254231714285
16168.311895476194	16202.094261523813
16097.14285719048	16054.170991476192
16130.992977999998	16168.619140619046
16334.248604952383	16326.508603047621
16408.31789442857	16422.35746847619
16635.922386523813	16654.59519157143
16889.82672995238	16891.851004523807
16892.66043542857	16863.2633
16890.264694999998	16925.652808857143
17062.63067342857	17043.962611666666
16727.89253161905	16764.327706476197
17716.645740380955	17739.229538761905
17706.21437895238	17688.392020285715
17558.293154952382	17569.710751714287
18045.457589333328	18037.774274571428
17859.117559619048	17873.20284609524
18002.346633285717	18013.41229547619
18112.177641380953	18091.84095985714
17867.265532142854	17857.007440619043
17768.35928209524	17760.014602
16812.91513219048	16770.976981190477
16407.765532095236	16427.74693090476
17395.890346047618	17441.182756761904
17705.67206109524	17699.342541
17438.742280571423	17380.81798738095
16197.457635809524	16174.264787999999
16485.245628761902	16531.59370352381
